"","id","name","tweet","sent"
"29",33,"vikaaaa_rarar","я рааааааад,ведь сегодня впереди вся ночь,сериалы,фильмы,книга и кофе:) идеальная ночка:)","1"
"30",34,"Alquen1","Списком надо! Всем гамузом. :D http://t.co/IL0Y1evQY7","1"
"31",35,"KristinaMuza","RT @StarScrim3: #RT Электрогенератор http://t.co/qjlwirfD3A изсостоек и не победим!))","1"
"32",36,"Polisha_V","@mari_filimonova у меня нет фоток ))))) позже тогда кину ))))","1"
"33",37,"MikolyukYa","Второй день подряд мне снятся сны с Ромой. Я сошла с ума) #RomaAcorn","1"
"34",38,"PankratovaKotya","RT @amytareva: -слушай, Коть, можно я этим боком встану, так лучше получается? :)
-а у меня наоборот этот! 
@PankratovaKotya лучший человек…","1"
"35",39,"qesilafyho","RT @qotozobygl: почти в каждых Пиратах-РТ неимоверно радует своими политическими позициями в отсутствии понимания и фактов. :-)","1"
"36",41,"ChekalinaMari","Не иду завтра в школу,первый раз мама так настойчиво не отпускала меня,спасиибки)","1"
"37",42,"EremkinKristina","Как же мне нравятся мужчины в строгих костюмах)) млею!","1"
"38",43,"Chenzana","@LilSwallow так это пушистая скотина тоже дрыхнет круглые сутки. просыпается только, чтоб поорать возле миски)","1"
"39",44,"alinochka013","@kgshel ахаха
да нормээ)) с моим врачем мне ничего не страшно))","1"
"40",45,"KurganskyAlex","Встречайте, мои супер одногруппницы, будущие историки искусства и моды:) #большиеоригиналы #попятницамносимчерное http://t.co/zGe3pX3F8P","1"
"41",46,"nastyaryazanov2","все,я вас покидаю,результаты гляну вечером)#биатлон","1"
"42",47,"DashkaTeddy","RT @Dasha_crazy_69: @DashkaTeddy дыы))) но кто сказал, что я ВСЕ поняла ааххах?) http://t.co/4dCaFCMXDl","1"
"43",48,"coco_veronika","Почти приехали в родное селенье!) @ москва-рига http://t.co/1MN85mNxwb","1"
"44",49,"dzhafara","На*уй ваши Канары и Мальдивы ! Тут новая тема проскочила ! )) http://t.co/J8PhBhhIgD","1"
"45",50,"FRAYKI_","RT @frankieeway: а стояк теперь снова стояк :-)
вселенная вернула все на свои места","1"
"46",51,"gootphir","-ПриФетиГг СолНыСко=*КаГ ТфаИ ДиЛа??МнУ сИчаС фФ БоЛьНисЬкУ ИдеТь=) -к логопеду? ","1"
"47",53,"sportpit52","А у нас в Нижнем слякотная погода - брр! Но у нас ОФИГЕННЫЙ ПРИВОЗ! ))) Заходим, заходим! http://t.co/9JmNtTAcfE","1"
"48",54,"Ivanova2797","Короче ,видимо ни в какой архитектурный я не иду :)
Там ,капец ,конечно )","1"
"49",55,"_2CasIoPI_maRIi","@linajj_5 ну в 18 сделаешь тогда)))
я дарья) а ты?)","1"
"50",56,"Michail_Shor","@Prozene плак-плак,надеюсь на драфте тогда их вытяну :)","1"
"51",57,"LilSwallow","@Chenzana а моя кроме поорать еще просится на балкон хвост поморозить) минуту посидит и назад просится.","1"
"52",58,"___comatose___","Каждому так болеть) когда к тебе друзья в гости ходят","1"
"53",59,"KozhemyakinaK","-мам, мне так хреново!
-выпей таблетку и на работу! на следующей недели пойдем в сауну!
мама умеет поддержать и добавить стимула)","1"
"54",60,"little_pornie","3 тысячи,это не так дорого для пальто лол :D  т.е. пальто криса стоит меньше 200 тыс. рублей","1"
"55",61,"cohikyxalaza","RT @jalikuhepan: это так мило, когда парни ставят на аву свои детские фотографии...) http://t.co/qvQjUz842z","1"
"56",62,"EzhevikaAckles","@iluhaivakin опа, дома никого?
помнишь, что ты мне должен?:D","1"
"57",63,"TamaraPolumeeva","@Juliacka наверное) ну все-равно приятно:D:D:D ахах, я под столой вчера лежала","1"
"58",64,"xelperok","@proBokator ... и работал. А не как этот:то потухнет, то погаснет ;)","1"
"59",65,"vikaaaa_rarar","@Ksushakos38 лучше бы и то,и другое.)
кстати,после сегодняшнего я кроху ненавижу еще больше.","1"
"60",66,"oliakitten","@fidelevna ох, прям за год соскучилась. чего забросила прекрасных мужчин, не понимаю?)","1"
"61",67,"mojoketewyby","RT @tugejivybix: вышел прокатится, через 15 минут зашёл назад весь мокрый :) дождь полил.","1"
"62",68,"ivoskoboinikova","@SofiBelyak а что за татуировка у тебя? фото в студию))","1"
"63",69,"bashmstil","@DianaKruchkova ого, надо будет так попробовать с следующий раз :D","1"
"64",70,"sayra62261747","@Alen_gate ахахаха, я тоже сегодня полдня играла в Обломова :D
Примерно до полчетвертого","1"
"65",71,"jorytaxenaz","RT @havabeqoduxi: Ого, на кинопоиске сделали ""саундтреки"" :D а я и не знала. Очень удобнено.","1"
"66",72,"darsi_rayn","весь мой тви теперь будет наполнен долгожданным снегом)из года в год он меня бросает) http://t.co/PmExOxro9h","1"
"67",73,"MelissJoness","А еще я просрала Кравченко все метры и теперь она хуй в инстаграмм зайдет:))","1"
"68",74,"katerishaa","лежу в кровати,закуталась))еще бы вкусняшек кто -нибудь принес","1"
"69",75,"Tina_rutina","@MrAkiko давай) Воронеж тебя ждет с распростертыми объятиями","1"
"70",76,"Vitaminka1997","Сижу смотрю с братиком  ""Гадкий Я""))) ВСЕМ ДОБРА))))","1"
"71",77,"talyxona","Едем по мосту со скоростью 20 км/ч под донт вори)))))) доставило))))","1"
"72",78,"OKirilyuk","@DToropova АХАХАХХА ПРОСТИ, НО Я НЕМНОГО ЗАНЯТ :DD
В СЛЕДУЮЩИЙ РАЗ ОБЯЗАТЕЛЬНО ПОКАЖЕШЬ, ВСЕЕЕЕХ :DDDDD","1"
"73",79,"masha_sunshine","Перемен ждала. И дождалась)
Теперь буду ждать лето ","1"
"74",80,"alina_spring14","день выдался удачным, я ожидала худшего, но у меня даже настроение отличное и это несмотря на то, что я ночью меньше 5 часов проспала:)","1"
"75",81,"NataliaBelova4","@NicoleKlof дааа)) так что приезжай загорать и сразу на чай, этажом выше","1"
"76",82,"lizaburharova","Q: Очень нравятся Ваши песни, Андрей! Успехов Вам)))  A: http://t.co/BDM6BXSoaN","1"
"77",83,"khanabylai","-Айгуль Маратовна, сколько за ппт?
-9.
-из 20?
-из 10.
-спасибо за щедрость!
-ну тебе же надо заканчивать уже.

вот это человечность:)","1"
"78",84,"NataliGuba","Радостных выходных!)))http://t.co/MDBsfzF5ml с помощью @youtube","1"
"79",85,"valuusha","Классная позвала в клуб) мммммммм)) очень интересно) ахахаххаха","1"
"80",86,"munonimacub","ой, Angel Beats начинается 11 апреля! весна становится всё интереснее :)","1"
"81",88,"JEY368","@mego_cheshire @Korotchikoff  что уже всё обломались с твитером?) скучно тут стало или что?","1"
"82",89,"buka_iz_kamoda","@Amiko_chan  Оно)ты не смотрела?)ты любишь клоунов?)","1"
"83",90,"absurd_circus","Ostap CAE Group . Наш девиз - ""И тут Остапа понесло"". Никогда не заканчиваем спикинг вовремя)","1"
"84",91,"breathebro33","Дежурить с хомой  и саней ахуенно )ибо нихуя не делаешь+весело )люблю их ^^","1"
"85",92,"zlatcity","Говорят, что сейчас на такие портфели мода в городе. Правда? =) http://t.co/MALGjKoKvv","1"
"86",93,"Magnolia2004","8-ые пришли)) я опять запредельно радуюсь,  часы черного цвета это двойная радость^^ #мояпрелесть… http://t.co/oBXeKaU1G1","1"
"87",94,"fakep87","@chivonapets это он любит) прикольно было бы наверное по МКАДу на лыжах 80 км/ч шпарить)","1"
"88",95,"Di_Jeff","@arinalen  ахах тут еще у одной девочки фамилия Тимофеева была:D:3","1"
"89",96,"qyvotype","пальцы совсем отвыкли от гитары. а та даже практически не расстроена)","1"
"90",97,"hip_vip","В 5 классе будет учиться, на радость англичанке нашей))","1"
"91",98,"nat_a_lie","- ты все время работаешь? - нееет) - а в какие дни ты свободна? - во все, кроме пн,вт,ср,чт,пт,сб,вс ..эмм..","1"
"92",99,"Xu_Po","@RomaShkaMaRINka @maksimofficial ясно))
у меня сердце заходилось, когда объявляли номинантов. как будто я сама лично участвую!)","1"
"93",100,"vasyulya","@jolechka3 получается,осторожно котлетку перекладываю в др.посуду)","1"
"94",101,"karislav","@redisskakat @girt_sk Единственное,что меня расстраивает на Бали. Невозможность сходить в кинотеатр с друзьями на интересный фильм :)","1"
"95",102,"kot_kor","Базарнов сегодня спрашивал - чем лучше сушиться :D Парень весит всего 60 кг где-то, ахаха. Но он сказал, что ему уже пора, лол","1"
"96",103,"Yulenka_K","@Zhopushonok маловато получается)))) лучше Незлобин тогда)","1"
"97",104,"allychem","@ekaetrina я люблю тебя со всеми твоими истериками, солнышко :D","1"
"98",105,"katepsik","Урааа! @dolbysystem, вот!  я же говорила!))) #DavaiDinamo","1"
"99",106,"komtadon","Все свое ношу с собой ) Хорошая штука все же #Dropbox. Кто еще не в теме - регистрируемся и получаем бонус ) https://t.co/WZ9LDhqnQO","1"
"100",107,"nesteroidd","лента до сих пор не может угомониться с этим АЙ ЭМ
голос похож на Билла, соглашусь, но бл, как так они написали сразу раста-песню? :D","1"
"101",108,"iPITON","Дизайнер с большой буквы!) “@WoW_ReD: За 7 дней белые носки становятся черными, проходя ""50 оттенков серого""”","1"
"102",109,"Sharfik_","@ViktorVTsoy @dks_kamila Кама, совести у тебя нет, как ты не почувствовала ТАКОЕ, ))))","1"
"103",111,"gip00","@__devyatyi__ да вот и получается, что хоть и москвичи,а всё как по понятиям привыкли,так только и могут.Позорище.Ещё и начальство вызывают)","1"
"104",112,"olyaa_olechka","такой снежок идёт
мммм
*___*
на улице просто волшебно:)","1"
"105",113,"Irysikc","Мой комп не выдерживает такого напора фоток от @real_dzemki ))) #СоколовскийЯХочуТебя","1"
"106",114,"Megapihal1","Такая вот моя будущая работа, дигистировать балык) #товароведы http://t.co/dwn5wE7xUA","1"
"107",115,"heqexyhijib","Интересно, а почему   ставит readonly в своих топиках, когда там начинают общаться люди ^_^?","1"
"108",116,"Rufina_Iero","@Kind_GooDMaN да не, я лучше тихо буду пялиться на них:D","1"
"109",117,"zelentsov1254","RT @Kerillka: Такое ощущение, что я очень стар)))
Ох, как это было давно. 
@Kaspersky_ru http://t.co/zbdmgRfrnI","1"
"110",118,"Lissenoc","Юля знает куда мы соберемся поехать ,когда ей стукнет 18))","1"
"111",119,"Ivan9092","@UncleNick70 Жаль что только в 2180 году.....снова опоздаем..)))","1"
"112",120,"nikki7_lova7","я попиздил патихардит ухахах хз во сколько вернусь,надеюсь в час)
всем удачного времяпровождения:3","1"
"113",121,"Ren_The_Game","Теперь я знаю страшную тайну, зачем у монитора ножка имеет круглую основу) http://t.co/9wK8HsjUFS","1"
"114",122,"Grace_Bradberry","RT @Landi_love1D: @Grace_Bradberry Ааа точно))  спасибо!:*","1"
"115",123,"DrNickTo","@upsguest  Да да, так всё и будет. Кто где вечером.))","1"
"116",124,"Ivashenko_tweet","@Kate_RinKv Они там уже год) Но недавно в версии для ПК они по-другому показываться стали.","1"
"117",125,"oksana_orlova","@AndersonAndreev Влюбляешься автоматически?) Классные слова)","1"
"118",126,"nadyapustovalov","@Vikysha3 очень !!!
Но все говорят, что не очень /
Можно на нг придти )","1"
"119",127,"syulskaya","@cocjap значит тебя не интересует то, что люди, читающие тебя тоже смотрят этот сериал и им не очень-то приятно читать спойлеры?)","1"
"120",128,"zai_jess","@M_Morozova почему?) мы с медалью, походу, тьфу-тьфу)","1"
"121",129,"The_KaGod","alexfilmfreak как и обещал :-) Действительно какие времена были :-) http://t.co/VOaMX7JTEe","1"
"122",130,"Varan7777","Вот как #google любит зиму, сам эффекты добавил)) GIF: http://t.co/seK4NQF5tr","1"
"123",131,"xglooom","@Narowin придет тебе перевод на 50 рублей и нужно будет заплатить комиссию 43,90 для его получения :o)","1"
"124",132,"AVellker","всем добра и сгущёнки — Спасибо ^_^ http://t.co/G072Azt4eN","1"
"125",133,"TANYADIEZA","Ура!)) Первая победа на выезде в этом сезоне!! Наконец-то!! Жаль, что не в основное время, но хоть так!!)","1"
"126",134,"ziredutanygo","RT @jidopomuburi: взял вот такой комплект   у нее приемник чудный, да) Теперь у меня все беспроводное и на батарейках)","1"
"127",135,"A_Holovach","Прекрасное утро:проснулась. полчаса назад ,а за окном снежоок)","1"
"128",136,"dmdav30","@WWWNNRU Подстраиваетесь под чью-то или есть своя? ))","1"
"129",137,"Seeker_miracle","@Kiilmeplease Валяй:D Панд гони:D У меня тожи панды есть, давай ссылку на вк, покидаю:D","1"
"130",138,"Lylichka","Во всём саду воспитатели говорят, что такое происходит только у меня в группе)) http://t.co/imj4PereHz","1"
"131",139,"dudecusahywo","Проходят мимо две девушки, а я как крикну как третью зовут)))))","1"
"132",140,"Stay_true2013","@adomogarov Сегодня ""держу кулачки"" за Хайда!!! Желаю Вам взорвать спокойствие Питерской публики :)) http://t.co/7101AKDTby","1"
"133",141,"maybe_reg49_27","""@One_ENCLAVE: @maybe_reg49_27 @lisi_Ca @LyudaLa волчара позорная)))"" но но но!","1"
"134",142,"AlexandraBatrak","А вот и первая гостевая победа Динамо вместе с Любомиром Поковичем! Хауген - красавец)))","1"
"135",143,"sashka_trololo","@9101jungfever ихихи с: 
много еще экзаменов осталось?)","1"
"136",144,"MickONeillsPub","Вот и закончилась рабочая неделя! Как отпраздновать ее весело?) http://t.co/gdBK5Q3ScZ #fact #ireland #odessa http://t.co/DFDTp4Ih82","1"
"137",145,"TimIT_ua","@graff25 это без сомнений,но будильники реально работают раз через раз)пора на WP переходить)","1"
"138",146,"MigachevaKsenia","RT @Anna__Filatova: От новости про Виталика мы были в шоке:D
Теперь я точно поняла,что я-лох","1"
"139",147,"wombat5301","Вся в ожидании Оксана 
Упала голой на кровать 
И обалдели от такого 
И муж и мебельный салон )))","1"
"140",148,"SvetaProtsun","как же это ахуенно спать до 12ти!
не сложилось на ПОДП дойти)","1"
"141",149,"Nazyrzuk","уезжаю .
Регина , все будет хорошо 
уже лечу , кароч :D","1"
"142",150,"Vitosha_97","Джефф красавчик :) спасибо @Darina_Strok за онлайн трансляцию) Всех с победой!!)","1"
"143",151,"Juulloou","RT @masha_sl: Завтра в 33 гимназии новогодняя ярмарка !:)
Начало в 10:00 ,приходите;-)","1"
"144",152,"uzazuqom","Я не знаю, но они были уже здесь задолго нашего появления. /)__) #follow","1"
"145",153,"lunar_pearl","@sailortushkan боюсь пересказывать это было бы сложнее)","1"
"146",154,"prosticoder","@chippcheg у меня вообще такая тема, что с любой стороны можно меня пнуть =)","1"
"147",155,"lena1105991","Наконец-то на Новый Год мы увидим снег, а не слякоть! ))","1"
"148",156,"prodonbemesynf","Если написать слово ""ВАТМАН"", то 95% людей прочитают его как ""Бэтмэн"")","1"
"149",157,"DariaClever","RT @ollivercom: кому надо повангавать какие у вас трусы, обращаетесь к моему папе, то есть к дурьману :-)","1"
"150",158,"DashaTimoshenk1","АХАХАХАХАХААХАХАХАХХАХААХХААХХАХАХААХХАХАХАХАХАХАЗПЗМХАХАЗПЗААХМЗАЗХАПЗАХ Я ОРИГИНАЛЕЕЕЕЕЕЕЕЕЕН,АЗПЗЩААЗЗПАХХААХА :D","1"
"151",159,"ZhenyaMalanova","Ура переписывать будем в пн,значит можно подежурить :)","1"
"152",160,"rzhibrov","Афигенно всё начиналось!Первые:смс-ки,цветы,мишки,поцелууи*)А сейчас сидишь и понимаешь.больше этого не будет!Да и не надо.будет ещё лучше*)","1"
"153",161,"Nactu_ha","RT @Sultanore: Объявление века )))) http://t.co/I9VNiulLfl","1"
"154",162,"APlastun","Вот чем я пахну после ванны)#запахсчастья http://t.co/9McjwrtwLa","1"
"155",163,"Angelinaaaa33","Лит-ра с русским тоже была збс:D смеялись над всякой фигней ахаха","1"
"156",164,"ig_postalicious","RT @MishaKrupin: Доброе утро) дэласол и редман уууу http://t.co/EmAyTmtD7J","1"
"157",165,"rutijoxemam","Разговариваю с техподдержкой Зенона. Остро вспомнился ""WEBSITE IS DOWN!"" :D","1"
"158",166,"CTAKAH_C_BVB","RT @infernal_orange: @CTAKAH_C_BVB пиздец хорошо = пизошо, запомни :D","1"
"159",167,"pavelektroforce","Мы с удовольствием будем смотреть донецкий ""ШАХТËР"" и не в ТС ;-) 
Павлик:)","1"
"160",168,"sluckaya","Мне сегодня приснилась песня, я ее не знаю и помню только одну строчку: ""он был отлитым пиратом"")) к чему бы это..","1"
"161",169,"THE_FREAKISH_97","@Irreeena у нас учительница болела) не успели пройти программу)","1"
"162",170,"vadimrerih","RT @strelec6120: охуенно замутил) http://t.co/CpkY51AR34","1"
"163",171,"lostfriend88","@dima_ryzhov сам придумал или опять сборник анекдотов прячешь где-то? ))))","1"
"164",172,"93_viktoriy","Только сейчас с трени пришла......на улице наступила настоящая зима.Красотень то какая:*","1"
"165",173,"anchozar","@layssummer какая разница,этого не должно было тут быть :D","1"
"166",174,"roys_castle","Покупал сегодня кое-что в топшопе для сестры, все девушки вокруг смотрели на меня с максимально мимимишным выражением лица) #такнеловко","1"
"167",175,"outaveli","RT @BlackaMane_BSM: @outaveli вам пора переходить на iOS,сир...))","1"
"168",176,"DroogsMixes","RT @Boo_Lika: Для тех, кто, проснувшись, читает тви #уфа: На улице снежно и минус 1 градус по Цельсию)) Не скользко и движение машин вялое.…","1"
"169",177,"tuykin","""Наша гордость"" родного лицея :) @ МАОУ Лицей-интернат #1 г. Альметьевска http://t.co/uxeHuRdtb8","1"
"170",178,"VickyDepp","@_staacyyy лишь бы она ни передо мной сидела и ни за мной :D а откуда у неё тяга к обществу проснулась? :D","1"
"171",179,"Ksushakos38","@vikaaaa_rarar это уже просто так, с тобой за компанию)","1"
"172",180,"sinawytohylu","RT @tizycapyfec: кажется, это может быть полезно , надо будет почитать при очередном раунде битвы с натом   %)","1"
"173",181,"PankratovaKotya","@fondly_Irina я в последнее время в школе вообще не появляюсь.. а на этой неделе всего на 5 уроках была, плюс завтра не иду в школу)","1"
"174",182,"Tannet_","если бы люди могли сразу нормально разговаривать все было бы намного проще)","1"
"175",183,"616808","RT @doker_ekb: @pchikov :-) С такими копчеными финнами мой дед в 1939 не воевал","1"
"176",184,"qwenivanova2009","он широко улыбался не давая ей пройти между как всегда заваленными на половину проходом
она была ""рада""
блять)","1"
"177",185,"Flcn","@ylibatsya Это да ) А я вот думаю брать ли на рождетство или нет )","1"
"178",186,"olyanovgorodova","завтра! 
потом в вскр утром на олимпиаду :) 
ууууууууууууууууу","1"
"179",187,"literaterra","@meowsphere доставили, но не догадались заранее позвонить - хорошо, что родители по соседству живут)","1"
"180",188,"plaxa__","RT @Violetta_twit: @plaxa__  С Днём Рождения! Удачи тебе во всем!:З Прости, что утром не поздравила, я просто еще спала :D","1"
"181",189,"ToL_Master","@e_mastah та вообще пох на пробки,никогда их не ощущал,ведь я живу на правом берегу бичис!)","1"
"182",190,"Stre_Kozushka","@Kirill_Prosvir Она к тебе явно неравнодушна! Это самые вкусные конфеты в моей конфетной практике)))","1"
"183",191,"lylopugyq","Всем спать! А то еще нафлудите тут, пока я до работы буду добираться, и рабочий день опять испортится :)","1"
"184",192,"Vladimirovna409","RT @vulgar_chipa: записались с  @Vladimirovna409 на маникюр на 18.00 :)","1"
"185",193,"KaRp_Rp","@chesteeeeer @samarovroman ну я как всегда опоздаю)","1"
"186",194,"riikiachi","@phioniray правда я хочу чтобы робби вернули, а то он в таком виде и вполовину не так горяч)))))","1"
"187",195,"innazhurawlenko","RT @olyaolyaTerp: Классно потанцевали сегодня с @innazhurawlenko :D мне понравилось валяться на полу школы... :D","1"
"188",196,"mad_in_head","@koortain @veshchij_oleg я так понял, что будут решать или в запас или комиссовать)))","1"
"189",197,"The_Adventuress","@mindofaddict , регенерация в действии)) Анализы говорят, что меня можно отправлять в космос. Я тоже подозреваю соматику, ...","1"
"190",198,"_Addik_","@Yulchik_ya  мне говорили, что на труде залили уже)","1"
"191",199,"hufaqetivygi","Проводить встречи утром это прикольно — контрагенты такие сонные слегка и можно их поразводить на допскидки :)","1"
"192",200,"Bonert_Emma","RT @pavlova1203olga: @Bonert_Emma ааа, дадада , всё верно)))","1"
"193",201,"skrasko","@mvideo уж пожалуйста :) по возможности - https://t.co/dKwXfNQxIi","1"
"194",202,"Julya2996","RT @polinaria07: Дождались :) http://t.co/3wmwvxY4ob","1"
"195",203,"Liza_Tkachenko1","Уи))) Женька во вторник скорее всего в школу приедет)))))) Рада Рада))))*","1"
"196",204,"TTsofg_","@Katrisha_2013 ты только первую часть сначала посмотри)","1"
"197",205,"18moree","пачиму? оо — патаму шта я сказал) http://t.co/tfsvrlnh2u","1"
"198",206,"OlyaXoroshaya","Стоять в супермаркете и смотреть биатлон. Так проходит мой шоппинг)","1"
"199",208,"CTOHEM_","RT @_In_Bloom_: МОЙ 6К МОСВЯЩАЮ МОИМ ЛЮБИМКАМ
@Green_FOB мой гейский муж**
@CTOHEM_  мой вечный собеседник))*
@CTAPT_HA_MAPC и мой гитар-уч…","1"
"200",209,"sikorochka","@ChistoLenta если только десницей Роберта Баратеона)","1"
"201",210,"_UlyanaKoks_","@alina_archibald она это что или кто?)
ага, для придания большего эффекта :D","1"
"202",211,"alkoholmustdie","@shitpisspuke @CKAHAX да норм, еще подрастет, не буду его гномом считать)))","1"
"203",212,"fywaweqeo","После введения инвайтов nnm-club похож на приратскую РПГ =)","1"
"204",213,"BylichovaKatya","сегодня у одной крутой бичи день рождения! @snezook поздравляю тебя с днем рождения! будь самой-самой счастливой,красота:* море любви тебе","1"
"205",214,"___DESTROYA__","RT @Iron_wings: @___DESTROYA__  бридж)
у меня у самого интернет хреново работает :с","1"
"206",215,"CKAHAX","RT @alkoholmustdie: @shitpisspuke @CKAHAX да норм, еще подрастет, не буду его гномом считать)))","1"
"207",216,"Baltin_Arystan","у КРС секса нет!!!) Родственного скрещивания коров не допустит программа «Сыбага» -Мамытбеков http://t.co/7lHUwN2zF5","1"
"208",217,"mothersmonster","RT @brown_eyed_owl: в новом клипе The Fray засветилась Кэндис Аккола) #TVD #new #TheFray","1"
"209",218,"Liza_Bryksinaa","@verabramovich ну прости) но для меня ты всегда останешься Малаховой Вероникой ","1"
"210",219,"zepifofib","еще раз убеждаюсь что девушек очень тяжело понять иногда даже не возможно....но это и притягивает нас к ним)))))","1"
"211",220,"grishintv","@Jil_hooky сплю абсолютно один . даже без мягких игрушек)","1"
"212",221,"98_mishkina","@lerochkamiu да я просто не буду больше писать, надо будет.. вспомнит и сам напишет)","1"
"213",222,"judahshomie","@babi4, http://t.co/3OcV2xUYjy, бэктрейсы в продукшене… Какое уж тут нагрузочное.
Also чем редис &gt; мемкеша для, well, кеша?)","1"
"214",223,"katyafmn","Сегодня познакомилась с Димой из 5 класса.он уже любит меня.мне везет:D","1"
"215",224,"kica6539","Как снег пошол так и новогоднее настроение появилось)))))","1"
"216",225,"urfin_1648","ПЕРЕПОСТ!!!!!!!!!!!!!!

ЖАЛЬ, ЧТО НА УКРАИНУ НЕ ПОСЛАЛИ))) http://t.co/W0uqzLaKqA","1"
"217",226,"Marusen_kaaaa","сплю такая на парте и со всех сторон подходят ребята я аж ахирелаа:DD","1"
"218",227,"Roboshayka","@kapsya72 что-то вроде того))) Но в любом случае роль у Данилы интересная, для него неожиданная!","1"
"219",228,"Alhimi4ek","@Rus___G: Когда мы приехали в Алмату, нас встречал какой-то мужик и привел нас на квартиру ... показывал там нам ...
:D","1"
"220",229,"Katya9813","В 4 договорились с Лехой,Максом,Валероном встретиться на лестничной площадке)))","1"
"221",230,"ovcharova_okda","малышка,сегодня будем веселиться.потому уже просто ну очень надо.жду вечера с @yulisukkyb.надеюсь, что Котяра доедет до нас)@nikitamartovsky","1"
"222",231,"AT_MSK","@voryi_ybivai вспоминаете вы все про меня только перед приездом)))","1"
"223",232,"zaharovahanna","Можешь так? Взрослым не смотреть!!!))): http://t.co/KFyiPMRhmC с помощью @youtube","1"
"224",233,"anastasiyazajka","Буду смотреть концерн Земфиры в прямом эфире) http://t.co/BhjZfjkCnd http://t.co/dcrYUkMdbr","1"
"225",235,"MG2_1","Ахаха!! У кого-то инет открыт)))) Я сейчас дорамку качаю)))","1"
"226",237,"MandyCannon15","Офигенный день!
день позитива)
бегал как идиот целый день!
танцы офигенны, хоть я и ракал но мне очень понравилось!","1"
"227",238,"Chaenel_no5","YG вы все наркоманы! Черин ты вообще сволочь! Я вас всех ненавижу :D лал","1"
"228",239,"GoedeMagadhi","Ну вот. Первый запротоколированный ПЧёл есть.
Не знаю, кто ты, но спасибо. =)","1"
